time,realization_0,realization_1,realization_2,realization_3,realization_4,realization_5,realization_6,realization_7,realization_8,realization_9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01001001001001001,-0.19363984010852495,-0.054943372734102394,0.1331098059879259,-0.012064752732561843,-0.1340795461068605,-0.048592176622877126,-0.1488606192755871,-0.1125749117078744,0.03890134656475488,-0.11744607035388357
0.02002002002002002,-0.08232073611434788,-0.06205896050091287,0.14167355933005424,-0.039915978589424694,-0.05675609085459439,0.029762999542203766,-0.11533841879175655,-0.05606774046455762,0.017681767129220066,-0.06319863916306183
0.03003003003003003,-0.11612542023148675,-0.06183568661980892,0.11419544189822545,-0.08566071060830606,-0.12570175207990553,0.07655541198629226,0.01578775197394447,0.06110105575393472,-0.10803764189262288,0.06578617451563314
0.04004004004004004,-0.14795719025925552,-0.0017323259082150655,0.023528563915482997,-0.0714556148965243,-0.09431373585663819,-0.07197935316438323,0.07664490479572433,0.19576190380281827,-0.12551117541283024,0.2018710470538232
0.050050050050050046,-0.16693603139860802,0.08326863830899166,-0.19843944444368922,0.1705431927036074,0.05530691770637783,-0.10045614554732255,-0.12066267633500988,0.22457915286185504,-0.2699759805899298,0.24637866018237137
0.06006006006006006,-0.12575886574963444,-0.010918784081724392,-0.08628665165974643,0.2511409719536127,0.15293807922599495,-0.09956993196280862,-0.2622859123561526,0.32241531039737487,-0.29702664922084965,0.10733110469572077
0.07007007007007007,0.009512723559861352,0.19912701713799769,-0.09041352851221067,0.467161124506247,0.16207412125071888,-0.13763455945364814,-0.32536330435932076,0.4862054667588427,-0.3750800738334926,0.18089482675431467
0.08008008008008008,-0.04643163912394541,0.15307330826653187,0.012662992036031495,0.4291384237717289,0.12157432834723089,-0.024297406985701403,-0.1655436452201365,0.550706705773462,-0.4405898144590148,0.12980842723580266
0.09009009009009009,-0.038436113987432734,0.18518237300710907,-0.08617302934932214,0.5014783967632317,0.13012994018709725,-0.19595408865817102,-0.25848277465413005,0.50026861305402,-0.4478792289620045,0.3188308416330239
0.10010010010010009,-0.014607065869289577,0.10106311386750864,-0.06409890909783456,0.466252004416168,0.16262201424101966,-0.13786826978081088,-0.13749920301540425,0.49783874825073077,-0.2839011666633591,0.4096785430990202
0.11011011011011011,-0.08538641887885878,0.32215925616434854,-0.031383095772639494,0.3826977664504564,0.3279960270525616,0.07001345559994046,-0.1408033818900266,0.44744852079751474,-0.3011472876260503,0.4811874792619608
0.12012012012012012,0.04246318741653668,0.3792365350283673,-0.02120568494723698,0.5325739002917096,0.29669672618260434,0.17315697409526914,-0.1696240756764368,0.4905723839233468,-0.3125092264954831,0.4755994662913433
0.13013013013013014,0.004705652180644497,0.5137892313220855,-0.09453496256764637,0.45851363564234926,0.5089022120490054,0.2709906596388032,-0.40825479074703896,0.43401822585046335,-0.49379882772484107,0.3804828267345109
0.14014014014014015,-0.30930285796853557,0.5000834189324128,-0.20878628443327074,0.46450715883315374,0.34630876910493213,0.27928599366045354,-0.4497671799453156,0.5842886763877957,-0.3525925207371655,0.45905668379071335
